LOBO 0019 - Yaquina
Yaquina Bay
date [PST]	CDOM [QSDE]	conductivity [S/m]	dissolved oxygen [ml/l]	fluorescence [ug/L]	nitrate [uM]	oxygen saturation [ml/l]	oxygen % saturation [%]	PAR	phosphate concentration [uM]	pressure [dBar]	ps voltage [V]	salinity	scattering coeff [1/m*sr]	temperature [C]	turbidity [NTU]
2008-04-07 11:30:00		3.13	6.58	3.13	7.5	6.71	98.1			2.531	13.8	28.92	0.008768	9.07	2.77
2008-04-07 11:45:00	5.87										14.2				
2008-04-07 12:00:00	5.65	3.17	6.64	3.37	6.7	6.69	99.2			2.531	14.2	29.35	0.007571	9.04	2.40
2008-04-07 12:15:00	5.49	3.21	6.69	3.72	5.8	6.68	100.1			2.530	14.2	29.71	0.008395	9.01	2.66
2008-04-07 12:30:00		3.23	6.72	4.14	5.4	6.67	100.7			2.530	13.8	29.92	0.008352	9.00	2.64
2008-04-07 12:45:00	5.62										14.2				
2008-04-07 13:00:00	5.37	3.25	6.71	4.17	4.9	6.67	100.7			2.530	14.2	30.19	0.008528	8.98	2.70
2008-04-07 13:15:00	5.18	3.29	6.88	4.49	4.2	6.65	103.4			2.530	14.2	30.61	0.005881	8.97	1.86
2008-04-07 13:30:00		3.30	6.95	4.31	4.3	6.64	104.7			2.522	13.8	30.66	0.005285	9.03	1.67
2008-04-07 13:45:00	5.10										14.3				
2008-04-07 14:00:00	5.56	3.31	6.97	3.77	4.1	6.62	105.4			2.508	14.3	30.64	0.004224	9.16	1.34
2008-04-07 14:15:00	5.72	3.29	7.05	4.07	4.8	6.62	106.4			2.499	14.3	30.48	0.005104	9.17	1.62
2008-04-07 14:30:00		3.27	6.98	4.00	4.9	6.64	105.2			2.516	13.8	30.22	0.005312	9.15	1.68
2008-04-07 14:45:00	5.24										14.3				
2008-04-07 15:00:00	5.24	3.26	6.99	4.02	5.2	6.64	105.3			2.520	14.3	30.10	0.004979	9.19	1.58
2008-04-07 15:15:00	5.01	3.30	7.03	4.19	3.9	6.63	106.0			2.519	14.3	30.63	0.004956	9.07	1.57
2008-04-07 15:30:00		3.31	7.09	4.40	4.0	6.63	106.9			2.520	13.8	30.68	0.004986	9.09	1.58
2008-04-07 15:45:00	5.49										14.3				
2008-04-07 16:00:00	5.26	3.33	7.13	4.35	3.5	6.62	107.6			2.522	14.3	30.97	0.004723	9.04	1.50
2008-04-07 16:15:00	5.53	3.31	7.13	4.07	4.0	6.62	107.7			2.510	14.3	30.69	0.004761	9.11	1.51
2008-04-07 16:30:00		3.27	7.09	2.74	5.1	6.62	107.1			2.520	13.8	30.12	0.004622	9.27	1.46
2008-04-07 16:45:00	5.84										14.3				
2008-04-07 17:00:00	5.88	3.26	7.10	2.65	5.1	6.62	107.2			2.520	14.3	30.02	0.004466	9.30	1.41
2008-04-07 17:15:00	5.94	3.12	7.00	2.22	8.3	6.66	105.1			2.520	14.3	28.45	0.004565	9.51	1.44
2008-04-07 17:30:00		3.09	6.95	2.03	9.1	6.67	104.2			2.520	13.8	28.06	0.004918	9.53	1.56
2008-04-07 17:45:00	6.07										14.3				
2008-04-07 18:00:00	6.08	3.12	6.96	2.53	8.3	6.66	104.4			2.520	14.3	28.43	0.004918	9.50	1.56
2008-04-07 18:15:00	6.15	3.12	6.97	2.21	8.4	6.66	104.7			2.520	14.2	28.40	0.004913	9.52	1.55
2008-04-07 18:30:00		3.07	6.93	1.93	9.3	6.67	103.9			2.520	13.8	27.94	0.005471	9.55	1.73
2008-04-07 18:45:00	6.24										14.2				
2008-04-07 19:00:00	6.56	3.02	6.87	1.74	10.5	6.69	102.8			2.520	14.2	27.36	0.005018	9.64	1.59
2008-04-07 19:15:00	6.54	3.01	6.83	1.71	10.6	6.69	102.2			2.520	14.2	27.26	0.004697	9.67	1.49
2008-04-07 19:30:00		2.99	6.77	1.56	11.2	6.69	101.1			2.520	13.8	26.92	0.004331	9.73	1.37
2008-04-07 19:45:00	6.64										14.2				
2008-04-07 20:00:00	6.79	2.96	6.71	1.66	11.6	6.72	99.9			2.510	14.2	26.71	0.005390	9.62	1.71
2008-04-07 20:15:00	6.68	2.99	6.74	1.64	11.1	6.70	100.6			2.517	14.2	27.00	0.004728	9.67	1.50
2008-04-07 20:30:00		2.96	6.70	1.62	11.6	6.71	99.8			2.520	13.8	26.75	0.004757	9.66	1.51
2008-04-07 20:45:00	6.69										14.2				
2008-04-07 21:00:00	6.70	2.97	6.67	1.61	11.7	6.71	99.4			2.515	14.2	26.80	0.005048	9.63	1.60
2008-04-07 21:15:00	6.99	2.97	6.67	1.89	11.4	6.72	99.3			2.515	14.2	26.96	0.005274	9.52	1.67
2008-04-07 21:30:00		2.98	6.67	1.78	11.0	6.72	99.2			2.510	13.7	27.08	0.005054	9.49	1.60
2008-04-07 21:45:00	6.59										14.2				
2008-04-07 22:00:00	6.47	3.04	6.69	2.06	9.6	6.70	99.9			2.510	14.2	27.73	0.005056	9.43	1.60
2008-04-07 22:15:00	6.27	3.11	6.72	2.31	8.3	6.68	100.5			2.510	14.2	28.47	0.004889	9.36	1.55
2008-04-07 22:30:00		3.15	6.69	2.52	7.0	6.67	100.4			2.510	13.7	28.92	0.004850	9.33	1.53
2008-04-07 22:45:00	6.16										14.2				
2008-04-07 23:00:00	6.00	3.20	6.68	3.01	6.2	6.65	100.4			2.510	14.2	29.43	0.005073	9.30	1.61
2008-04-07 23:15:00	5.99	3.22	6.67	3.10	5.9	6.64	100.4			2.510	14.2	29.68	0.006126	9.27	1.94
2008-04-07 23:30:00		3.24	6.63	3.20	5.5	6.64	99.9			2.510	13.7	29.82	0.007188	9.25	2.27
2008-04-07 23:45:00	5.87										14.2				
2008-04-08 00:00:00	5.78	3.26	6.61	3.37	5.2	6.64	99.7			2.510	14.2	30.04	0.006170	9.21	1.95
2008-04-08 00:15:00	5.63	3.28	6.59	3.89	4.8	6.63	99.4			2.510	14.2	30.38	0.006091	9.16	1.93
2008-04-08 00:30:00		3.30	6.57	4.03	4.4	6.62	99.1			2.509	13.7	30.50	0.007006	9.16	2.22
2008-04-08 00:45:00	5.59										14.2				
2008-04-08 01:00:00	5.47	3.31	6.57	3.65	4.2	6.63	99.1			2.500	14.2	30.67	0.005211	9.10	1.65
2008-04-08 01:15:00	5.65	3.32	6.56	3.67	4.1	6.63	99.0			2.493	14.2	30.84	0.005469	9.06	1.73
2008-04-08 01:30:00		3.30	6.58	3.45	4.2	6.64	99.1			2.486	13.7	30.65	0.004362	9.04	1.38
2008-04-08 01:45:00	5.54										14.2				
2008-04-08 02:00:00	5.60	3.30	6.53	3.75	4.5	6.64	98.4			2.490	14.2	30.62	0.006070	9.04	1.92
2008-04-08 02:15:00	5.45	3.31	6.54	3.57	4.3	6.63	98.6			2.483	14.2	30.72	0.005857	9.05	1.85
2008-04-08 02:30:00		3.30	6.52	3.33	4.3	6.63	98.3			2.490	13.7	30.61	0.005239	9.07	1.66
2008-04-08 02:45:00	5.68										14.2				
2008-04-08 03:00:00	5.51	3.32	6.52	3.66	3.9	6.62	98.4			2.490	14.2	30.84	0.005367	9.07	1.70
2008-04-08 03:15:00	5.55	3.27	6.49	3.20	4.7	6.64	97.8			2.490	14.2	30.35	0.005304	9.09	1.68
2008-04-08 03:30:00		3.30	6.44	2.91	4.4	6.63	97.0			2.444	13.7	30.57	0.006756	9.07	2.14
2008-04-08 03:45:00	6.10										14.2				
2008-04-08 04:00:00	6.04	3.24	6.35	2.29	5.7	6.66	95.4			2.441	14.2	29.99	0.006911	9.09	2.19
2008-04-08 04:15:00	6.43	3.19	6.28	1.65	6.7	6.67	94.1			2.363	14.2	29.43	0.007969	9.13	2.52
2008-04-08 04:30:00		3.15	6.29	1.55	7.3	6.69	94.1			2.339	13.7	29.03	0.008999	9.14	2.85
2008-04-08 04:45:00	6.36										14.2				
2008-04-08 05:00:00	6.72	3.09	6.36	1.63	8.8	6.71	94.8			2.359	14.2	28.35	0.011190	9.18	3.54
2008-04-08 05:15:00	7.03	3.00	6.38	1.55	10.9	6.75	94.5			2.392	14.2	27.41	0.011870	9.22	3.76
2008-04-08 05:30:00		2.93	6.37	1.51	12.3	6.77	94.1			2.462	13.7	26.71	0.011599	9.25	3.67
2008-04-08 05:45:00	7.07										14.2				
2008-04-08 06:00:00	7.09	2.98	6.34	1.53	11.2	6.76	93.8			2.480	14.2	27.22	0.010312	9.21	3.26
2008-04-08 06:15:00	6.97	2.98	6.31	1.31	11.1	6.76	93.3			2.480	14.2	27.26	0.009909	9.20	3.14
2008-04-08 06:30:00		3.00	6.29	1.58	10.7	6.75	93.2			2.480	13.8	27.41	0.008302	9.21	2.63
2008-04-08 06:45:00	6.89										14.2				
2008-04-08 07:00:00	6.84	2.98	6.31	1.37	10.9	6.75	93.4			2.480	14.2	27.28	0.008674	9.22	2.75
2008-04-08 07:15:00	6.99	3.02	6.29	1.31	10.3	6.74	93.3			2.480	14.2	27.63	0.008496	9.20	2.69
2008-04-08 07:30:00		3.01	6.29	1.26	10.4	6.75	93.3			2.480	13.7	27.55	0.008207	9.20	2.60
2008-04-08 07:45:00	6.87										14.2				
2008-04-08 08:00:00	6.99	2.99	6.30	1.25	10.9	6.75	93.3			2.474	14.2	27.35	0.008354	9.21	2.64
2008-04-08 08:15:00	7.17	3.00	6.29	1.37	10.8	6.75	93.2			2.470	14.2	27.41	0.007727	9.20	2.45
2008-04-08 08:30:00		2.93	6.34	1.23	12.2	6.78	93.6			2.470	13.7	26.68	0.008065	9.25	2.55
2008-04-08 08:45:00	7.30										14.2				
2008-04-08 09:00:00	7.47	2.85	6.33	1.12	13.7	6.81	93.0			2.470	14.2	25.88	0.007419	9.27	2.35
2008-04-08 09:15:00	7.87	2.73	6.36	1.07	16.4	6.85	92.8			2.469	14.2	24.67	0.008185	9.31	2.59
2008-04-08 09:30:00		2.62	6.35	1.04	18.6	6.90	92.1			2.462	13.8	23.60	0.008411	9.34	2.66
2008-04-08 09:45:00	8.26										14.2				
2008-04-08 10:00:00	8.72	2.54	6.37	1.01	20.3	6.93	91.9			2.460	14.2	22.74	0.008621	9.38	2.73
2008-04-08 10:15:00	8.90	2.48	6.38	1.02	21.6	6.94	91.9			2.460	14.2	22.17	0.009480	9.42	3.00
2008-04-08 10:30:00		2.51	6.35	1.01	20.9	6.93	91.6			2.460	13.8	22.44	0.008597	9.42	2.72
2008-04-08 10:45:00	8.63										14.2				
2008-04-08 11:00:00	8.08	2.74	6.32	1.16	16.2	6.85	92.3			2.460	14.3	24.77	0.008490	9.31	2.69
2008-04-08 11:15:00	7.45	2.84	6.28	1.29	14.0	6.81	92.2			2.460	14.3	25.79	0.008051	9.30	2.55
2008-04-08 11:30:00		2.96	6.28	1.44	11.4	6.76	92.9			2.460	13.8	27.00	0.008152	9.25	2.58
2008-04-08 11:45:00	7.22										14.3				
2008-04-08 12:00:00	6.86	3.04	6.45	2.29	9.7	6.73	95.9			2.460	14.3	27.90	0.007424	9.18	2.35
2008-04-08 12:15:00	6.50	3.09	6.50	2.37	8.6	6.71	96.8			2.460	14.3	28.40	0.007339	9.17	2.32
2008-04-08 12:30:00		3.12	6.65	2.76	8.1	6.70	99.3			2.460	13.8	28.76	0.006105	9.15	1.93
2008-04-08 12:45:00	6.36										14.3				
2008-04-08 13:00:00	6.13	3.17	6.74	3.01	7.2	6.68	100.8			2.460	14.3	29.26	0.005896	9.13	1.87
2008-04-08 13:15:00	5.70	3.24	6.82	3.53	5.6	6.66	102.4			2.460	14.3	29.94	0.005473	9.10	1.73
2008-04-08 13:30:00		3.26	6.85	3.52	5.3	6.65	103.1			2.460	13.8	30.20	0.004756	9.10	1.51
2008-04-08 13:45:00	5.61										14.3				
2008-04-08 14:00:00	5.49	3.28	6.85	3.81	4.8	6.64	103.2			2.460	14.3	30.44	0.005658	9.09	1.79
2008-04-08 14:15:00	7.44	3.32	6.93	3.17	4.5	6.59	105.2			2.451	14.3	30.60	0.004442	9.36	1.41
2008-04-08 14:30:00		3.33	6.93	3.28	4.2	6.60	105.0			2.450	13.8	30.75	0.005231	9.24	1.66
2008-04-08 14:45:00	6.02										14.3				
2008-04-08 15:00:00	5.86	3.18	6.81	2.15	8.3	6.58	103.5			2.378	14.3	28.66	0.005645	9.99	1.79
2008-04-08 15:15:00	6.93	3.30	6.91	3.18	4.8	6.59	104.9			2.436	14.3	30.32	0.005011	9.47	1.59
2008-04-08 15:30:00		3.30	6.94	3.30	4.8	6.59	105.2			2.441	13.8	30.29	0.005008	9.42	1.58
2008-04-08 15:45:00	5.62										14.3				
2008-04-08 16:00:00	5.85	3.30	6.92	3.28	4.7	6.60	104.8			2.460	14.3	30.37	0.005032	9.38	1.59
2008-04-08 16:15:00	6.56	3.25	6.92	3.09	6.0	6.61	104.7			2.452	14.3	29.74	0.004632	9.47	1.47
2008-04-08 16:30:00		3.31	6.97	3.25	4.5	6.60	105.7			2.450	13.8	30.44	0.004477	9.35	1.42
2008-04-08 16:45:00	5.68										14.3				
2008-04-08 17:00:00	5.65	3.31	6.98	3.12	4.7	6.59	106.0			2.450	14.3	30.45	0.004385	9.39	1.39
2008-04-08 17:15:00	5.66	3.28	6.98	2.88	5.1	6.59	105.8			2.460	14.3	30.09	0.003934	9.48	1.25
2008-04-08 17:30:00		3.26	6.94	2.17	5.9	6.59	105.3			2.450	13.8	29.85	0.004274	9.56	1.35
2008-04-08 17:45:00	5.75										14.3				
2008-04-08 18:00:00	5.76	3.27	6.94	2.44	5.7	6.59	105.3			2.450	14.3	29.90	0.004151	9.55	1.31
2008-04-08 18:15:00	5.95	3.26	6.94	2.22	5.8	6.59	105.3			2.450	14.3	29.84	0.004498	9.56	1.42
2008-04-08 18:30:00		3.19	6.91	1.87	7.4	6.61	104.6			2.450	13.8	28.99	0.003951	9.72	1.25
2008-04-08 18:45:00	6.09										14.3				
2008-04-08 19:00:00	6.46	3.10	6.90	1.69	9.5	6.63	104.1			2.450	14.2	27.99	0.004122	9.87	1.30
2008-04-08 19:15:00	7.05	3.02	6.86	1.39	11.4	6.65	103.2			2.450	14.2	27.02	0.004600	9.98	1.46
2008-04-08 19:30:00		3.00	6.80	1.48	11.9	6.65	102.3			2.460	13.8	26.77	0.004404	10.07	1.39
2008-04-08 19:45:00	6.79										14.2				
2008-04-08 20:00:00	6.97	2.94	6.76	1.47	13.2	6.66	101.6			2.460	14.2	26.12	0.004965	10.17	1.57
2008-04-08 20:15:00	6.97	2.91	6.74	1.32	13.6	6.67	101.1			2.460	14.2	25.88	0.004327	10.19	1.37
2008-04-08 20:30:00		2.90	6.69	1.27	13.7	6.68	100.2			2.460	13.8	25.74	0.004375	10.17	1.38
2008-04-08 20:45:00	7.09										14.2				
2008-04-08 21:00:00	6.96	2.93	6.70	1.45	13.1	6.67	100.5			2.460	14.2	26.05	0.004618	10.12	1.46
2008-04-08 21:15:00	7.04	2.92	6.69	1.37	13.0	6.68	100.1			2.460	14.2	26.11	0.004838	10.01	1.53
2008-04-08 21:30:00		2.98	6.69	1.62	11.7	6.68	100.1			2.460	13.8	26.80	0.005124	9.82	1.62
2008-04-08 21:45:00	6.92										14.2				
2008-04-08 22:00:00	7.06	2.99	6.66	1.71	11.3	6.68	99.7			2.460	14.2	26.91	0.004891	9.78	1.55
2008-04-08 22:15:00	6.83	3.04	6.66	1.82	10.2	6.67	99.8			2.460	14.2	27.50	0.004824	9.71	1.53
2008-04-08 22:30:00		3.09	6.66	1.83	9.2	6.66	100.0			2.460	13.8	28.05	0.004519	9.63	1.43
2008-04-08 22:45:00	6.69										14.2				
2008-04-08 23:00:00	6.47	3.12	6.67	2.04	8.5	6.65	100.2			2.460	14.2	28.38	0.004335	9.59	1.37
2008-04-08 23:15:00	6.24	3.16	6.67	2.05	7.7	6.64	100.4			2.460	14.2	28.81	0.004334	9.55	1.37
2008-04-08 23:30:00		3.20	6.61	2.31	6.9	6.63	99.8			2.460	13.8	29.24	0.007776	9.51	2.46
2008-04-08 23:45:00	6.26										14.2				
2008-04-09 00:00:00	6.12	3.21	6.60	2.30	6.4	6.62	99.6			2.460	14.2	29.39	0.007753	9.49	2.45
2008-04-09 00:15:00	6.04	3.23	6.69	2.39	5.7	6.62	101.1			2.460	14.2	29.64	0.004349	9.44	1.38
2008-04-09 00:30:00		3.25	6.67	2.35	5.4	6.61	100.8			2.460	13.8	29.86	0.005877	9.41	1.86
2008-04-09 00:45:00	5.70										14.2				
2008-04-09 01:00:00	5.65	3.27	6.69	2.34	5.0	6.61	101.2			2.460	14.2	30.06	0.005670	9.38	1.79
2008-04-09 01:15:00	5.76	3.29	6.71	2.41	4.5	6.61	101.5			2.460	14.2	30.24	0.006098	9.35	1.93
2008-04-09 01:30:00		3.29	6.67	2.52	4.1	6.60	101.0			2.456	13.8	30.34	0.005902	9.34	1.87
2008-04-09 01:45:00	5.52										14.2				
2008-04-09 02:00:00	5.56	3.30	6.68	2.24	3.9	6.60	101.2			2.450	14.2	30.44	0.005096	9.33	1.61
2008-04-09 02:15:00	5.47	3.29	6.64	2.16	4.2	6.61	100.4			2.439	14.2	30.35	0.005730	9.30	1.81
2008-04-09 02:30:00		3.29	6.66	2.15	4.2	6.61	100.7			2.450	13.8	30.39	0.004850	9.28	1.54
2008-04-09 02:45:00	6.80										14.2				
2008-04-09 03:00:00	5.52	3.29	6.65	2.16	4.3	6.61	100.7			2.456	14.2	30.29	0.005166	9.34	1.64
2008-04-09 03:15:00	5.44	3.33	6.68	2.31	3.3	6.60	101.2			2.451	14.2	30.76	0.005951	9.27	1.88
2008-04-09 03:30:00		3.26	6.60	2.20	4.9	6.61	99.8			2.460	13.8	30.00	0.004916	9.37	1.56
2008-04-09 03:45:00	5.68										14.2				
2008-04-09 04:00:00	5.88	3.24	6.56	1.87	5.4	6.63	99.0			2.460	14.2	29.75	0.005253	9.35	1.66
2008-04-09 04:15:00	6.46	3.30	6.59	1.86	4.0	6.61	99.8			2.453	14.2	30.45	0.005888	9.30	1.86
2008-04-09 04:30:00		3.25	6.45	1.27	5.2	6.62	97.3			2.401	13.7	29.82	0.006990	9.36	2.21
2008-04-09 04:45:00	6.90										14.2				
2008-04-09 05:00:00	6.14	3.21	6.41	1.29	6.1	6.64	96.7			2.359	14.2	29.44	0.008355	9.38	2.64
2008-04-09 05:15:00	6.65	3.14	6.43	1.32	7.6	6.66	96.5			2.329	14.2	28.74	0.010866	9.41	3.44
2008-04-09 05:30:00		3.03	6.44	1.22	10.1	6.71	96.0			2.393	13.8	27.62	0.009860	9.44	3.12
2008-04-09 05:45:00	7.06										14.2				
2008-04-09 06:00:00	7.11	2.96	6.42	1.13	11.6	6.74	95.3			2.425	14.2	26.84	0.010361	9.45	3.28
2008-04-09 06:15:00	7.38	2.89	6.41	1.13	13.1	6.76	94.8			2.455	14.2	26.12	0.010542	9.47	3.34
2008-04-09 06:30:00		2.93	6.39	1.12	12.2	6.75	94.7			2.460	13.8	26.52	0.009733	9.46	3.08
2008-04-09 06:45:00	7.19										14.2				
2008-04-09 07:00:00	7.24	2.93	6.38	1.19	12.2	6.75	94.5			2.460	14.2	26.54	0.010347	9.46	3.27
2008-04-09 07:15:00	7.23	2.94	6.36	0.98	12.1	6.75	94.3			2.470	14.2	26.62	0.008540	9.46	2.70
2008-04-09 07:30:00		2.93	6.37	1.09	12.1	6.75	94.4			2.470	13.8	26.56	0.007715	9.46	2.44
2008-04-09 07:45:00	7.13										14.2				
2008-04-09 08:00:00	7.03	2.99	6.38	1.09	10.6	6.72	94.8			2.470	14.2	27.21	0.007395	9.44	2.34
2008-04-09 08:15:00	7.26	2.96	6.36	1.05	11.4	6.74	94.4			2.470	14.2	26.88	0.007749	9.45	2.45
2008-04-09 08:30:00		2.95	6.36	1.06	11.7	6.74	94.3			2.470	13.8	26.77	0.007342	9.46	2.32
2008-04-09 08:45:00	7.18										14.2				
2008-04-09 09:00:00	7.38	2.92	6.38	1.07	12.0	6.75	94.5			2.470	14.2	26.50	0.007317	9.47	2.32
2008-04-09 09:15:00	7.47	2.89	6.38	1.07	12.8	6.76	94.4			2.470	14.2	26.19	0.007380	9.48	2.34
2008-04-09 09:30:00		2.81	6.39	1.01	14.6	6.79	94.1			2.470	13.8	25.33	0.007262	9.52	2.30
2008-04-09 09:45:00	7.85										14.2				
2008-04-09 10:00:00	8.25	2.70	6.40	0.93	17.0	6.83	93.7			2.470	14.2	24.18	0.007411	9.56	2.35
2008-04-09 10:15:00	8.70	2.58	6.40	0.88	19.3	6.88	93.0			2.470	14.2	22.95	0.007535	9.61	2.38
2008-04-09 10:30:00		2.48	6.42	0.86	21.3	6.91	92.9			2.470	13.8	22.04	0.007979	9.66	2.52
2008-04-09 10:45:00	8.90										14.2				
2008-04-09 11:00:00	8.87	2.44	6.42	0.89	22.0	6.93	92.7			2.470	14.2	21.63	0.008516	9.69	2.70
2008-04-09 11:15:00	9.09	2.40	6.44	0.86	22.8	6.94	92.8			2.470	14.2	21.20	0.008337	9.73	2.64
2008-04-09 11:30:00		2.45	6.41	0.86	21.9	6.92	92.6			2.470	13.8	21.67	0.007929	9.72	2.51
2008-04-09 11:45:00	8.83										14.3				
2008-04-09 12:00:00	8.32	2.66	6.38	0.96	17.7	6.85	93.2			2.470	14.3	23.76	0.007995	9.58	2.53
2008-04-09 12:15:00	7.63	2.89	6.31	1.10	12.5	6.76	93.4			2.480	14.3	26.15	0.007765	9.50	2.46
2008-04-09 12:30:00		3.00	6.21	1.24	10.6	6.72	92.5			2.480	13.8	27.24	0.008031	9.47	2.54
2008-04-09 12:45:00	7.33										14.3				
2008-04-09 13:00:00	6.84	3.03	6.30	1.34	9.8	6.70	94.0			2.490	14.3	27.62	0.008185	9.45	2.59
2008-04-09 13:15:00	6.66	3.06	6.44	1.84	9.0	6.69	96.2			2.490	14.3	27.92	0.006632	9.43	2.10
2008-04-09 13:30:00		3.14	6.50	1.85	7.2	6.66	97.6			2.490	13.8	28.75	0.007200	9.40	2.28
2008-04-09 13:45:00	6.45										14.3				
2008-04-09 14:00:00	5.99	3.20	6.56	2.06	6.0	6.64	98.8			2.490	14.3	29.35	0.005300	9.37	1.68
2008-04-09 14:15:00	5.93	3.21	6.60	2.18	5.7	6.64	99.4			2.495	14.3	29.50	0.004820	9.37	1.53
2008-04-09 14:30:00		3.23	6.61	2.13	5.3	6.63	99.7			2.498	13.8	29.67	0.005306	9.38	1.68
2008-04-09 14:45:00	5.88										14.3				
2008-04-09 15:00:00	5.79	3.25	6.58	2.68	4.9	6.61	99.5			2.500	14.3	29.87	0.006716	9.41	2.13
2008-04-09 15:15:00	5.63	3.27	6.67	2.27	4.7	6.61	100.9			2.500	14.3	29.99	0.005701	9.41	1.80
2008-04-09 15:30:00		3.27	6.74	1.97	4.8	6.60	102.1			2.498	13.8	29.98	0.004209	9.45	1.33
2008-04-09 15:45:00	6.05										14.3				
2008-04-09 16:00:00	6.21	3.29	6.81	2.11	4.3	6.59	103.3			2.470	14.3	30.15	0.005159	9.47	1.63
2008-04-09 16:15:00	5.72	3.27	6.77	2.10	4.6	6.60	102.5			2.489	14.3	29.99	0.004748	9.45	1.50
2008-04-09 16:30:00		3.23	6.71	2.04	5.5	6.62	101.5			2.501	13.8	29.56	0.004271	9.48	1.35
2008-04-09 16:45:00	5.83										14.3				
2008-04-09 17:00:00	5.62	3.27	6.75	1.92	4.6	6.60	102.3			2.500	14.2	29.99	0.004499	9.46	1.42
2008-04-09 17:15:00	6.71	3.23	6.77	1.93	5.3	6.61	102.4			2.494	14.2	29.58	0.004349	9.52	1.38
2008-04-09 17:30:00		3.20	6.74	1.46	6.3	6.61	101.9			2.475	13.8	29.20	0.004398	9.60	1.39
2008-04-09 17:45:00	6.00										14.2				
2008-04-09 18:00:00	6.51	3.16	6.70	1.46	7.0	6.63	101.1			2.495	14.2	28.74	0.004713	9.64	1.49
2008-04-09 18:15:00	6.16	3.13	6.67	1.32	7.7	6.64	100.4			2.509	14.2	28.40	0.004601	9.67	1.46
2008-04-09 18:30:00		3.18	6.68	1.52	6.5	6.63	100.8			2.510	13.8	29.00	0.004508	9.58	1.43
2008-04-09 18:45:00	6.21										14.3				
2008-04-09 19:00:00	6.28	3.14	6.66	1.56	7.7	6.64	100.2			2.510	14.2	28.50	0.004184	9.62	1.32
2008-04-09 19:15:00	6.31	3.10	6.64	1.59	8.4	6.65	99.9			2.519	14.2	28.10	0.004324	9.67	1.37
2008-04-09 19:30:00		3.07	6.61	1.20	9.2	6.66	99.3			2.520	13.8	27.76	0.004723	9.71	1.49
2008-04-09 19:45:00	6.51										14.2				
2008-04-09 20:00:00	6.94	2.99	6.62	1.08	10.6	6.68	99.1			2.520	14.2	26.94	0.004177	9.80	1.32
2008-04-09 20:15:00	7.23	2.93	6.58	0.99	11.9	6.70	98.1			2.520	14.2	26.26	0.004442	9.84	1.41
2008-04-09 20:30:00		2.90	6.54	1.02	12.6	6.72	97.3			2.520	13.8	25.99	0.004289	9.80	1.36
2008-04-09 20:45:00	7.42										14.2				
2008-04-09 21:00:00	7.34	2.89	6.55	1.02	12.9	6.73	97.4			2.520	14.2	25.89	0.004224	9.79	1.34
2008-04-09 21:15:00	7.55	2.87	6.53	1.06	13.1	6.73	96.9			2.520	14.2	25.72	0.004764	9.79	1.51
2008-04-09 21:30:00		2.85	6.51	1.03	13.4	6.74	96.5			2.530	13.8	25.56	0.004293	9.78	1.36
2008-04-09 21:45:00	7.68										14.2				
2008-04-09 22:00:00	7.50	2.87	6.51	1.06	13.1	6.74	96.6			2.530	14.2	25.79	0.004550	9.76	1.44
2008-04-09 22:15:00	7.33	2.86	6.48	1.12	13.2	6.74	96.1			2.530	14.2	25.68	0.004624	9.74	1.46
2008-04-09 22:30:00		2.87	6.47	1.10	12.8	6.74	95.9			2.530	13.9	25.83	0.004533	9.71	1.43
2008-04-09 22:45:00	7.69										14.4				
2008-04-09 23:00:00	7.73	2.89	6.46	1.12	12.5	6.74	95.9			2.530	14.3	26.01	0.004577	9.69	1.45
2008-04-09 23:15:00	7.30	2.90	6.45	1.16	12.3	6.73	95.7			2.530	14.3	26.12	0.004609	9.67	1.46
2008-04-09 23:30:00		2.98	6.47	1.19	10.6	6.70	96.5			2.530	13.8	26.95	0.004738	9.64	1.50
2008-04-09 23:45:00	7.53										14.3				
2008-04-10 00:00:00	7.65	3.12	6.48	1.30	7.6	6.65	97.5			2.540	14.3	28.43	0.004654	9.56	1.47
2008-04-10 00:15:00	7.06	3.13	6.47	1.41	7.7	6.65	97.3			2.540	14.3	28.47	0.004491	9.56	1.42
2008-04-10 00:30:00		3.16	6.50	1.52	6.8	6.64	97.9			2.540	13.8	28.77	0.004112	9.53	1.30
2008-04-10 00:45:00	6.75										14.2				
2008-04-10 01:00:00	6.24	3.20	6.52	1.53	6.0	6.63	98.3			2.540	14.3	29.23	0.004559	9.49	1.44
2008-04-10 01:15:00	5.94	3.24	6.54	1.59	5.0	6.62	98.8			2.540	14.2	29.64	0.005279	9.45	1.67
2008-04-10 01:30:00		3.25	6.49	1.70	5.0	6.61	98.2			2.540	13.8	29.77	0.006971	9.45	2.21
2008-04-10 01:45:00	5.92										14.2				
2008-04-10 02:00:00	5.79	3.27	6.54	1.72	4.6	6.61	99.0			2.540	14.3	29.97	0.006832	9.42	2.16
2008-04-10 02:15:00	5.67	3.28	6.56	1.87	4.0	6.60	99.4			2.540	14.2	30.18	0.006229	9.40	1.97
2008-04-10 02:30:00		3.28	6.59	1.57	4.4	6.61	99.7			2.540	13.8	30.13	0.003602	9.38	1.14
2008-04-10 02:45:00	5.68										14.2				
2008-04-10 03:00:00	5.68	3.27	6.56	1.62	4.3	6.61	99.3			2.540	14.2	30.09	0.004816	9.39	1.52
